inicio,depto,mpio,nombre,actor,tipo_actor,descripcion,convivencias,C_resistencia,C_transformacion,C_gestion_pacifica,C_21,C_22,C_23,C_24,C_31,C_32,C_33,C_34,C_35,C_41,C_42,C_43,categoria
999,CHOCO,Quibdó,Alianza Urbana,Organización Alianza Urbana,27 == Jóvenes,"Esta IMH es una reunión de jóvenes artistas que producen música urbana (rap, chirimía, salsa, bolero, etc. No
incluyen el reguetón). A través de sus letras expresan las diferentes problemáticas vividas como jóvenes, así como
la realidad del departamento del Chocó.
Han producido dos trabajos y están en proceso del tercero. El primero lo denominaron Los anónimos, el cual contiene 14 canciones y tres DVD que recogen el proceso de formación de los jóvenes en el proyecto Alza tu voz, alza tu cuerpo y los vídeos de las canciones. El segundo trabajo lo fundamentaron en el tema de las barreras invisibles y los valores. Contiene 9 temas y un DVD con vídeos sobre el proceso y las canciones. La tercera producción tiene un énfasis especial en el temas como la paz, el racismo y la libertad. Actualmente Alianza Urbana lo conforman 17 integrantes. Los talleres los fundamentan en producción musical, escritura musical, sobre programas de producción de audio, etc. Las letras de las canciones son escritas conjuntamente por los integrantes. Realizan procesos de sensibilización con sus producciones musicales y los videos en colegios y comunidades.
En 2014 año estarán en 6 colegios de Quibdó y dos comunidades, La Loma de Bojayá y Tangui.",28== Derecho a participar en la vida cultural de la comunidad,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Transformaciones para la paz
999,VALLE DEL CAUCA,Buenaventura,Arambée,"Corporación Centro de Pastoral
Afrocolombiana, CEPAC",1== Iglesia católica,"Arambée es un grupo de teatro surge en el año 2013 y se encuentra conformado en la actualidad por 15 jóvenes.
El grupo está centrado en la creación de propuestas escénicas a través de la danza, retomando las prácticas
culturales afrocolombianas y creando colectivamente montajes que dignifican la memoria de las víctimas, muestran
el impacto de la guerra en el Pacífico colombiano y se proponen evidenciar alternativas de paz y reconciliación.
Por medio de la investigación y la creación colectiva, Arambée busca crear montajes de danza y llevar a cabo
presentaciones en los barrios de Buenaventura y en universidades de la región, mostrándole a niños, niñas,
jóvenes y adultos las posibilidades de transformar la realidad de forma no violenta.
Agregué esa frase para tratar de concretar la descripción, pero no sé si es correcto decir eso.",31== Derecho a la paz,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Transformaciones para la paz
999,SANTANDER,Bucaramanga,"Archivo / Casa de la memoria de
Bucaramanga","Asociación de Familiares de
Detenidos - Desaparecidos,
ASFADDES Bucaramanga",43== Víctimas de la violencia y familiares,"Esta IMH consiste en preservar y tener organizado el archivo de cada una de las víctimas que hacen parte de
ASFADES (Bucaramanga) o que, sin hacer parte activa de la organización, trabajan y vienen siendo acompañadas
por ella. Este registro contiene los datos de la víctima, información sobre las circunstancias de tiempo, modo y
lugar de la desaparición, presunto victimario, historia de vida de la víctima, información sobre sus familiares, la
posición de la víctima en la sociedad, (líder, defensor de derechos humanos, etc), así como documentos oficiales
provenientes de Fiscalía, Procuraduría, Defensoría del pueblo y del Instituto Nacional de Medicina Legal.
Actualmente esta IMH cuenta con 180 archivos, dentro de los cuales se incluye también elementos personales de
algunos de los desaparecidos.",31== Derecho a la paz,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Transformaciones para la paz
999,ANTIOQUIA,Sonsón,"Archivo digital de la memoria de la
Asociación municipal de víctimas por la
paz y la esperanza de Sonsón”",Asociación de víctimas por la paz y la esperanza de Sonsón,43== Víctimas de la violencia y familiares,"La Asociación de víctimas por la paz y la esperanza del municipio de Sonsón agrupa más de 300 víctimas. Poseen
un acervo documental representado en testimonios orales, videos, fotografías, contenidos literarios, fichas de
seguimiento, proyectos, diagnósticos, testimonios escritos, resultados de talleres, etc. Dentro de los objetivos
relevantes de la asociación es la conservación de la memoria de las víctimas. Desde esa perspectiva, se han
aplicado los principios archivísticos, que sugieren el uso de un soporte físico y digital, con el fin de preservar los
documentos originales y asegurar así la información. Para ello se ha implementado un aplicativo, aprovechando las
bondades de las nuevas tecnologías que permiten gran capacidad de almacenamiento, agilidad en la consulta,
seguridad para los datos y la interconexión en red.
Además de la organización del archivo físico de la Asociación, también se han documentado cerca de 30 casos de
personas que fueron asesinadas en el marco del conflicto armado entre los años 1990 y 2008, en el municipio de
Sonsón, Antioquia. Dicha documentación ha permitido que los procesos de reclamación jurídica y actualización de
datos sean más ágiles, pues la misma incluye documentos de identidad de las personas, actas de defunción,
certificados médicos, etc. y se espera ampliar este número de personas. La Asociación busca generar apropiación
del material recogido para potenciar su uso como fuente para la reconstrucción de la memoria histórica y las luchas
políticas. El archivo reposa en la sede de la Asociación.",31== Derecho a la paz,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Transformaciones para la paz
999,NORTE DE SANTANDER,Cúcuta,Asambleas del Aula,YONANCI  DALIANA FLOREZ SERRANO,24 == Estudiantes Básica - Secundaria – Normalistas,"La idea surgió como alternativa para mejorar la convivencia en las aulas de clase debido a los casos de matoneo bullying, ciberbullying, entre otras que se presentaban a diario y no permitían un buen clima escolar, inicialmente se inició sólo como pruebas cada trimestre y luego cada mes y finalmente cada 15 días.  
Este proyecto consiste en hacer unas concertaciones por medio de actas donde se nombra un secretario un el mediador de paz que se elige por votos y con características ya estipuladas desde el manual de convivencia de la Institución, el mediador de paz   y  el docente son un instrumento de ayuda a que los estudiantes aprendan a manejar sus diferencias y conflictos de una manera pacífica mediante el diálogo de saberes y que entre todos se tomen las mejores decisiones para el grupo con compromisos claros y por escrito.
También se pueden dar temas de interés para el grupo por si no se presentan conflictos y se dialoga sobre eso como prevención. | El objetivo es darle las herramientas mediante el diálogo permanente a  los estudiantes y padres de familia para construir una sana convivencia y líneas para su proyecto de vida.
los estudiantes han venido mejorando sus comportamientos con sus compañeros ya no se ve tanta discriminación y poco conflicto ya se dialoga más están en constante mejoramiento pues se hace seguimiento a los casos con el comité de convivencia institucional, los estudiantes quieren continuar en esta institución bajo los índices de agresión,de matoneo y hay pocos casos a tratar en reuniones.",31== Derecho a la paz,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Transformaciones para la paz
999,999,999,Asociación de Campesinos Desplazados Asofuturo,Asofuturo,33== Campesinos,desarrollar proyectos de fortalecimiento de unidades productivas y fortalecimiento a negocios de población desplazada,31== Derecho a la paz,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,Transformaciones para la paz
999,ANTIOQUIA,999,Asociación de Campesinos y Productores del Oriente Antioqueño - ASOPROA,Comunidad campesina del oriente antioqueño,33== Campesinos,Fortalecer a la comunidad campesina; potenciar el liderazgo y la participación de los distintos asociados en procesos y movimientos sociales del oriente; establecer y desarrollar programas de capacitación para elevar el nivel organizacional y político de la población beneficiaria,31== Derecho a la paz,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,Transformaciones para la paz
999,PUTUMAYO,Puerto Caicedo,Asociación de Mujeres de Puerto Caicedo y el Bajo Putumayo,999,30 == Mujeres,Es la asociación de mujeres más antigua del departamento y es el Punto Focal de la Ruta Pacífica en Putumayo.,31== Derecho a la paz,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Transformaciones para la paz
999,TOLIMA,Alpujarra,"Asociación de trabajadores
campesinos del Tolima,
ASTRACATOL","Asociación de trabajadores
campesinos del Tolima,
ASTRACATOL",33== Campesinos,"Manifestaron que quieren reconstruir la memoria de la asociación, que es la historia de la lucha campesina en el
sur del Tolima",30== Derecho al desarrollo sostenible ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Transformaciones para la paz
999,ANTIOQUIA,Medellín,Asociación de Usuarios Campesinos Pueblorico,999,33== Campesinos,999,30== Derecho al desarrollo sostenible ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Transformaciones para la paz
999,ANTIOQUIA,Granada,Asociación de Víctimas Unidas por la Vida - ASOVIDA,Grupo PROVISAME - Promotoras de Vida y Salud Mental,43== Víctimas de la violencia y familiares,"El proyecto buscaba la verdad, justicia y reparacion construyendo propuestas para la consolidación local de una cultura no violenta, promoviendo una política de la memoria.",31== Derecho a la paz,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Transformaciones para la paz
999,CAUCA,999,ASODESAM,"Asociación Departamental de
Sobrevivientes de Accidentes por
Minas Anitipersonal y Municiones
abandonadas sin Explosionar del
Cauca (ASODESAM)",43== Víctimas de la violencia y familiares,"Nuestra iniciativa de memoria busca la construcción de una galería de arte que refleje las historias de vida de
varios sobrevientes de MAP/MSE/TE del Cauca mediante la recolección de testimonios,fotografías, videos,
mensajes, en donde se evidencie el proceso del cambio de nuestra vida y la de nuestros familiares a partir de
nuestros experiencias con el conflicto armado. Así mismo, queremos evidenciar nuestro proceso como
acompañantes de las víctimas recientes a este fenómeno, toda vez, que hasta el momento no se brinda un
acompañamiento a estas personas y a sus familiares, por lo que nuestra organización ha liderado un programa
que le enseñe a los nuevos sobrevientes como seguir con su vida y a sus familiares como colaborarles dentro de
su proceso.
Mediante esta herramienta nuestra organización, busca la resignificación y empoderamiento de los sobrevientes de
MAP/MSE/TE del Cauca, toda vez, que con estos elementos pretendemos generar espacios que permitan un
contacto directo entre la población alejada del conflicto armado y los sobrevientes, contando nuestra historia,
generando diálogos y manteniendo la esperanza viva.
Para esta iniciativa contamos con sobrevivientes de MAP/MSE/TE pertenecientes a comunidades afro,
campesinos e indígenas",31== Derecho a la paz,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,Transformaciones para la paz
999,CHOCO,Bojayá,"Atrato, territorio de historias que
construye su memoria","Comité por los Derechos de las
Víctimas de Bojayá (Convergen las
siguientes organizaciones: Comité
Dos de Mayo - Asociación Dos de
Mayo - Asociación de Jóvenes
Unidos Por el Pueblo - Grupo de
Mujeres artesanas Guayacán -
Consejo Comunitario Mayor de la
Asociación Campesina Integral del
Medio Atrato - Palenkes - Cabildos
Indígenas de Bojayá)",42== Organizaciones por la paz,"El 2 de mayo de 2002, al menos 79 personas murieron luego de que guerrilleros del Bloque José María Córdoba
de las FARC lanzaran un cilindro – bomba, durante un enfrentamiento con paramilitares de las AUC en Bellavista,
casco urbano del municipio de Bojayá, en la región del Medio Atrato chocoano. Este hecho representa un hito en la
larga cadena de violencia que ha vivido nuestro país, a la vez que es un punto culmen de la degradación del
conflicto armado que aún padecen las comunidades negras e indígenas de la región del Atrato, y de los
departamentos de Chocó y Antioquia.
Las comunidades, organizaciones étnico-territoriales y de víctimas del Chocó, con el apoyo de la Diócesis de
Quibdó y de sus equipos misioneros, han dado lugar, año tras año, a las actividades de conmemoración
necesarias para rendir homenaje a quienes murieron, para propiciar escenarios de encuentro y duelo colectivo,
para reflexionar y proyectar propuestas sobre la situación permanente de violencia en la región y para establecer,
con principios de dignidad y autonomía, diálogos formales y eficientes con la institucionalidad del Estado
orientados a realizar los derechos que corresponden a las comunidades afectadas por la violencia.
Una de las preguntas derivadas de estos procesos ha sido cómo fortalecer y dar continuidad a los procesos de
memoria que se gestan en la región y que han contribuido a la realización del derecho a la reparación colectiva
que corresponde a los 19 consejos comunitarios, las 32 comunidades indígenas y la cabecera municipal de
Bojayá. El pueblo viejo de Bellavista, abandonado tras el proceso de reubicación de sus habitantes, se ha
convertido en el lugar físico, material e inmaterial que constituye en la región una de las huellas más contundentes",31== Derecho a la paz,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,Transformaciones para la paz
999,AMAZONAS,La Chorrera,"AYA+RA: Memoria de las mujeres del
caucho.",Colectivo JAR+NA,40== ONG ,999,31== Derecho a la paz,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Transformaciones para la paz
999,CAQUETA,Cartagena del Chairá,Bosque de la Memoria,"Fundación mujer misterio de amor
que da vida a la vida, MUMIDAVI",30 == Mujeres,"El Bosque de la Memoria, es una iniciativa que pretende incluir al universo de víctimas de Cartagena del Chairá,
aproximadamente 12.000 víctimas, con participación de todas las edades, niñas, niños, adolescente, jóvenes,
población adulta, ancianas y ancianos; con actividades de recuperación de memoria, a través de encuentros
lúdicos, educativos, artísticos, culturales y propositivos.
Estamos articulados con la Red de Lugares de memoria desde su creación, participando activamente con la
definición de su estructura, organización y funcionamiento, fortaleciendo los vínculos entre los diferentes lugares
de memoria que son parte de la red y buscando estrategias de colaboración según necesidades específicas y
fuentes de apoyo para la capacitación, con el fin que la RLMH cumpla con su misión y objetivos en la construcción
de Paz de los respectivos lugares de memoria y del resto del país.","3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,Transformaciones para la paz
999,TOLIMA,Ataco,"Bosque de la memoria de Ataco, Tolima",Alcaldía de Ataco,14== Ejecutivo municipal,"El bosque de la memoria es un sitio natural adornado por esculturas que recuerdan a todos los mártires que perdieron su vida durante los tiempos de conflicto armado. Justo en la entrada de la cabecera municipal se encuentra el Parque el Minero, uno de los lugares más representativos para los Atacunos.","3 == Derecho a la vida, la libertad y la seguridad, como un derecho fundamental para el goce de todos los demás Derechos Humanos",0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,Transformaciones para la paz
